chrom,start,end,center,pi_AFR,theta_w_AFR,tajimas_d_AFR,fay_wu_h_AFR,normalized_fay_wu_h_AFR,segregating_sites_AFR,n_variants_AFR,pi_EUR,theta_w_EUR,tajimas_d_EUR,fay_wu_h_EUR,normalized_fay_wu_h_EUR,segregating_sites_EUR,n_variants_EUR,fst,dxy,da
1,19800000,19810000,19805000,1.199844398443985e-07,0.0001323392874004036,-1.74143342532574,1.1996767967679683e-07,0.0009865916455615432,16.0,35,5.41050470504705e-07,0.00015715290378797925,-1.8172702380718495,5.400955209552095e-07,0.003920861409673064,19.0,35,0.0014578393518074723,3.3100000000000014e-07,4.825448254483847e-10
1,19810000,19820000,19815000,0.00047020129973299776,0.006021437576718418,-2.356559650945716,0.00014657066114661697,0.039814158531434704,728.0,1413,0.00042323331969319717,0.005707131769142451,-2.3649200536049833,9.739114863148904e-05,0.027890369982170603,690.0,1413,0.09361009430352205,0.0004928533591399972,4.6136049426899903e-05
1,19820000,19830000,19825000,0.00029659127345273406,0.005458995605266688,-2.4140732258451254,-0.00014089079382793504,-0.04215301622951528,660.0,1345,0.00022764697040970335,0.005558250070816993,-2.4488363629750336,-0.00029625957471574206,-0.08707906540635663,672.0,1345,0.14585975059923117,0.0003068806582000045,4.476153626878569e-05
1,19830000,19840000,19835000,0.00038638822712227063,0.005773301412842655,-2.3837651148761627,0.00011552188169881985,0.03270897088582738,698.0,1389,0.00021028767269672645,0.005607877303592146,-2.457970022949245,-9.653582571825439e-05,-0.028127310836846515,678.0,1389,0.09230923694438273,0.0003286779617600022,3.0340011850503767e-05
1,19840000,19850000,19845000,0.0004318568778087775,0.005632690919979722,-2.3580814817207423,-0.0002121370028900256,-0.06154144681187748,681.0,1370,0.0003305410447704463,0.005640962125442248,-2.4042869224644288,-0.000422172743007427,-0.12229643851919154,682.0,1370,0.14992724649995262,0.00044843098396000276,6.723202267039064e-05
1,19850000,19860000,19855000,0.0003801195020550201,0.0057650302073801295,-2.3862516466030885,2.018160353603804e-05,0.005722315001674034,697.0,1419,0.00042727301389013805,0.005946996727555689,-2.3721288745636078,-0.0002485210028900256,-0.06834066681019674,719.0,1419,0.18848417444992585,0.0004974595014199999,9.376324344742084e-05
1,19860000,19870000,19865000,0.0005052250160301605,0.005773301412842655,-2.3311785997428864,-5.056257806577795e-05,-0.014316334442834828,698.0,1439,0.00041211164615646086,0.006203404096893978,-2.3872566210072956,-0.0001464704146241436,-0.03863587599305074,750.0,1439,0.19056170986755272,0.0005666501531799925,0.0001079818220866815
1,19870000,19880000,19875000,0.0007094283090030905,0.006021437576718418,-2.2550052062539,0.0002979814092540936,0.08094306851488635,728.0,1430,0.0006200927317473187,0.00578157261830518,-2.2807849491313905,-5.088544721446873e-05,-0.014387443201670493,699.0,1430,0.1522753232924325,0.0007841703074599934,0.00011940978708478874
1,19880000,19890000,19885000,0.0004457786418464185,0.005707131769142451,-2.354829419769904,0.00015981996631966714,0.04576840969459886,690.0,1368,0.00017680291276912617,0.005541707659891942,-2.4718481383157664,-0.00010250473556735387,-0.030217598702221193,670.0,1368,0.12823470402845039,0.0003570809468400038,4.579016953223167e-05
1,19890000,19900000,19895000,0.0003930874403544032,0.0056575045363672985,-2.3765852345024117,-0.00022812726231261977,-0.0658943557287201,684.0,1424,0.00026631919641196395,0.006029708782180943,-2.443308217915299,-0.0005702786363463581,-0.15469984318318947,729.0,1424,0.14049265955508006,0.0003835956982200033,5.389237983682058e-05
1,19900000,19910000,19905000,0.0004254567921079205,0.005624419714517197,-2.3606517314989315,-5.606948561485359e-05,-0.016289449499019167,680.0,1353,0.00013187619736197391,0.0054838092216542645,-2.491537638120984,-0.00030877333053330177,-0.09197012943096272,663.0,1353,0.10675607903387377,0.00031197133078000145,3.3304836045054386e-05
1,19910000,19920000,19915000,0.00045271664010640135,0.005980081549405791,-2.3624417886180806,1.9486420744211762e-05,0.005329336953707778,723.0,1441,0.00018406652358523385,0.006062793604031045,-2.4787785704892156,-0.0003106537406974047,-0.08381782508048927,733.0,1441,0.11192394261006366,0.0003585183714800041,4.012678963418672e-05
1,19920000,19930000,19925000,0.0006606560359603604,0.005980081549405791,-2.2735667593181503,0.00010203587915879364,0.027905770307589475,723.0,1443,0.00040208257314573075,0.006137234453193774,-2.389280241218605,-0.0005200240956009507,-0.13863004203399507,742.0,1443,0.18955549901040405,0.0006556516873199962,0.0001242823827669506
1,19930000,19940000,19935000,0.0005913677308573104,0.006211675302356503,-2.313727893266455,-0.0003596299619396137,-0.09473838810918293,751.0,1439,0.00027964510979109735,0.005806386234692757,-2.4318918155404416,-0.0011718050913709047,-0.32992314038516796,702.0,1439,0.15002947926530727,0.000512378264539995,7.68718442157911e-05
