chrom,start,end,center,n_variants_AFR,garud_h1_AFR,garud_h12_AFR,garud_h123_AFR,garud_h2h1_AFR,haplotype_count_AFR,n_variants_EUR,garud_h1_EUR,garud_h12_EUR,garud_h123_EUR,garud_h2h1_EUR,haplotype_count_EUR
1,19800000,19810000,19805000,35,1.0,1.0,1.0,0.0,1,35,0.994012,0.9960060000000001,0.9980020000000001,3.0180722164440523e-06,4
1,19810000,19820000,19815000,1413,0.07684,0.11912000000000002,0.19012400000000002,0.703266527850078,86,1413,0.18810400000000002,0.31892400000000004,0.47835000000000005,0.48911240590311744,45
1,19820000,19830000,19825000,1345,0.13927799999999999,0.20647800000000002,0.279726,0.18941972170766364,82,1345,0.2533319999999998,0.47903599999999985,0.6782439999999998,0.49972368275622464,53
1,19830000,19840000,19835000,1389,0.07374600000000005,0.12094200000000008,0.17470800000000009,0.6034903587991215,79,1389,0.27757999999999977,0.5437419999999997,0.6722219999999997,0.4879710353771881,49
1,19840000,19850000,19845000,1370,0.062462000000000024,0.09095800000000004,0.14108600000000004,0.6995133040888861,85,1370,0.2610219999999997,0.5058939999999996,0.6584939999999996,0.5089915792538554,57
1,19850000,19860000,19855000,1419,0.12105200000000006,0.18807600000000005,0.264456,0.33370782804084215,79,1419,0.20971800000000007,0.38859800000000017,0.5432220000000002,0.43573751418571616,66
1,19860000,19870000,19865000,1439,0.06260600000000002,0.09063000000000002,0.140874,0.7544005366897742,93,1439,0.19095800000000007,0.3555340000000001,0.5013300000000002,0.541176593805968,57
1,19870000,19880000,19875000,1430,0.06983400000000002,0.10573200000000003,0.15549600000000005,0.46660652404273,87,1430,0.2391560000000001,0.4580360000000001,0.6169160000000001,0.5109301041997694,51
1,19880000,19890000,19885000,1368,0.04447200000000003,0.06103200000000003,0.08760400000000003,0.8096779996402232,100,1368,0.2970359999999998,0.5694119999999999,0.791112,0.49317927793264077,55
1,19890000,19900000,19895000,1424,0.06762000000000001,0.09862800000000001,0.148412,0.6583259390712808,86,1424,0.17560600000000007,0.3137660000000001,0.4590140000000001,0.43853854651891183,80
1,19900000,19910000,19905000,1353,0.09395200000000002,0.143732,0.19871,0.2693715940054497,85,1353,0.24715400000000004,0.475064,0.6345999999999999,0.49009524426066353,49
1,19910000,19920000,19915000,1441,0.07576999999999999,0.12086000000000001,0.17824,0.6319255642074699,79,1441,0.2759459999999997,0.5094659999999998,0.7129899999999998,0.36984409993259487,58
1,19920000,19930000,19925000,1443,0.06184000000000001,0.09209,0.138338,0.7473318240620958,98,1443,0.2684759999999999,0.5214979999999998,0.6795619999999998,0.48732475156066074,56
1,19930000,19940000,19935000,1439,0.06987400000000002,0.10973800000000003,0.18388400000000005,0.6736840598792112,90,1439,0.22959400000000008,0.4407720000000001,0.5902720000000001,0.522805474010645,61
1,19940000,19950000,19945000,1413,0.062776,0.08836000000000001,0.131944,0.7590002548744744,83,1413,0.17820000000000005,0.286588,0.41885200000000006,0.33979236812570157,50
1,19950000,19960000,19955000,1373,0.06723400000000004,0.10856200000000006,0.15496200000000007,0.599964303774876,95,1373,0.2609479999999997,0.4933819999999997,0.7102579999999998,0.533236506890261,58
1,19960000,19970000,19965000,1390,0.08173400000000001,0.13041200000000003,0.198036,0.5902684317419924,79,1390,0.26402399999999987,0.48189599999999977,0.7546399999999996,0.5199830318455896,45
1,19970000,19980000,19975000,1434,0.10385000000000003,0.170134,0.26413000000000003,0.5038131921039962,82,1434,0.225284,0.43454800000000005,0.56783,0.5224516610145417,56
1,19980000,19990000,19985000,1416,0.13233400000000012,0.22305400000000014,0.26895400000000014,0.2501926942433546,74,1416,0.14879000000000003,0.268552,0.365572,0.5560924793332886,58
1,19990000,20000000,19995000,1424,0.043666,0.06285400000000001,0.09220000000000002,0.6535290615123895,130,1424,0.14175400000000005,0.24332800000000002,0.350032,0.37773184530948006,80
1,20000000,20010000,20005000,1427,0.09669000000000003,0.14915,0.22329,0.521925742062261,81,1427,0.2642879999999997,0.40528799999999965,0.5218479999999996,0.16416939096742839,54
1,20010000,20020000,20015000,1400,0.03715200000000002,0.050324000000000015,0.07379600000000001,0.7867947889750216,130,1400,0.232234,0.399226,0.4962579999999999,0.2185640345513577,69
1,20020000,20030000,20025000,1360,0.04702000000000003,0.06990000000000003,0.11056000000000006,0.7426626967247981,117,1360,0.20875200000000005,0.2772320000000001,0.3514,0.12248026366214479,79
1,20030000,20040000,20035000,1442,0.05878800000000002,0.08298000000000003,0.11307000000000002,0.37293325168401736,126,1442,0.2980259999999991,0.4201739999999991,0.522413999999999,0.08570393187171313,73
1,20040000,20050000,20045000,1422,0.02925000000000002,0.040566000000000026,0.06140400000000003,0.7701196581196582,147,1422,0.3820539999999997,0.45403399999999977,0.5236099999999999,0.02605390860977702,72
1,20050000,20060000,20055000,1355,0.07016600000000003,0.11670600000000003,0.17047200000000004,0.543354331157541,117,1355,0.39413599999999926,0.5058839999999992,0.6003539999999993,0.04348752714798777,58
1,20060000,20070000,20065000,1388,0.058192000000000015,0.08424400000000001,0.12099400000000002,0.5207416827055266,121,1388,0.5340180000000007,0.6311680000000007,0.7151200000000009,0.01571669868806048,65
1,20070000,20080000,20075000,1374,0.029602000000000003,0.039116000000000005,0.055124000000000006,0.8297074521991757,121,1374,0.49993399999999955,0.5910639999999995,0.6554079999999995,0.017068253009396156,65
1,20080000,20090000,20085000,1438,0.046602000000000046,0.06660000000000005,0.10380000000000006,0.7811038152868978,131,1438,0.4421319999999994,0.5341119999999995,0.6198979999999996,0.023710113721692596,66
1,20090000,20100000,20095000,1447,0.059144000000000016,0.09867200000000001,0.138248,0.43377181117273117,132,1447,0.18720200000000004,0.301956,0.4782480000000001,0.4632055213085331,79
1,20100000,20110000,20105000,1461,0.02553600000000002,0.033856000000000025,0.05011000000000002,0.8345473057644112,164,1461,0.31183799999999967,0.5884299999999997,0.6450399999999997,0.2855777679436109,64
1,20110000,20120000,20115000,1417,0.034476000000000034,0.05137400000000003,0.06961400000000002,0.5892504930966472,139,1417,0.16817400000000002,0.30061000000000004,0.42620800000000003,0.4895227561929907,84
1,20120000,20130000,20125000,1375,0.034442000000000035,0.04391400000000004,0.06157800000000004,0.8410080715405611,118,1375,0.5561580000000007,0.6480420000000006,0.7090700000000006,0.01272480122555229,50
1,20130000,20140000,20135000,1408,0.026974000000000047,0.03423400000000005,0.047544000000000045,0.8385111588937498,155,1408,0.09089600000000005,0.13544000000000003,0.19950400000000007,0.5944375990142583,84
1,20140000,20150000,20145000,1449,0.03898800000000002,0.05434800000000002,0.07578000000000001,0.5797681337847546,131,1449,0.1963680000000001,0.34862400000000016,0.46227600000000013,0.3178318259594235,81
1,20150000,20160000,20155000,1428,0.02747200000000002,0.03537800000000002,0.047474000000000016,0.8365972626674434,131,1428,0.1295440000000001,0.2206780000000001,0.32003800000000016,0.5213904156116844,77
1,20160000,20170000,20165000,1390,0.028920000000000022,0.03928000000000003,0.05800000000000003,0.8106500691562935,132,1390,0.16128200000000004,0.27547400000000005,0.387344,0.3964360561004949,73
1,20170000,20180000,20175000,1447,0.025850000000000036,0.03508000000000004,0.050040000000000036,0.8049903288201163,151,1447,0.17691800000000002,0.3251760000000001,0.45621600000000007,0.5147525972484429,94
1,20180000,20190000,20185000,1453,0.02522200000000002,0.033902000000000015,0.048950000000000014,0.805725160574102,158,1453,0.1415180000000001,0.23886800000000008,0.351868,0.46561568139741966,88
1,20190000,20200000,20195000,1438,0.03021000000000005,0.045000000000000054,0.06564000000000005,0.749453823237339,140,1438,0.156484,0.272662,0.39418200000000003,0.4662649216533321,80
1,20200000,20210000,20205000,1460,0.02833800000000004,0.03691800000000004,0.05028000000000004,0.8462841414355285,130,1460,0.11554200000000005,0.16932600000000006,0.27231800000000006,0.7615066382787212,69
1,20210000,20220000,20215000,1462,0.02297800000000004,0.028198000000000042,0.037262000000000045,0.8535990947863177,149,1462,0.11563600000000003,0.18866800000000003,0.29973800000000006,0.6401120758241379,83
1,20220000,20230000,20225000,1458,0.021118000000000012,0.026410000000000013,0.03423800000000002,0.8619187423051426,176,1458,0.089712,0.147028,0.21957399999999996,0.6468253968253969,93
1,20230000,20240000,20235000,1375,0.033988000000000025,0.04457200000000003,0.05834800000000003,0.5328939625750267,127,1375,0.12719200000000003,0.20607200000000003,0.33953600000000006,0.5768287313667526,79
1,20240000,20250000,20245000,1362,0.018487999999999987,0.02555999999999999,0.03587999999999999,0.7498918217221979,201,1362,0.139038,0.22545799999999996,0.33177799999999996,0.36129691163566796,81
1,20250000,20260000,20255000,1403,0.03016000000000006,0.04022200000000006,0.052318000000000066,0.4482427055702928,170,1403,0.16406600000000005,0.30979400000000007,0.40267400000000003,0.5356990479441202,72
1,20260000,20270000,20265000,1358,0.024708000000000046,0.03408000000000005,0.04695800000000004,0.7959770114942533,191,1358,0.12430400000000003,0.20390000000000003,0.344348,0.6749823014544987,107
1,20270000,20280000,20275000,1383,0.03165400000000004,0.04601800000000004,0.060658000000000045,0.4984520123839016,192,1383,0.07089800000000003,0.11589600000000003,0.184896,0.6783971339106887,124
1,20280000,20290000,20285000,1437,0.02291200000000002,0.032260000000000025,0.04449200000000002,0.7065293296089388,202,1437,0.05837400000000003,0.08617400000000003,0.12632600000000002,0.669013601946072,91
1,20290000,20300000,20295000,1411,0.01769599999999998,0.023151999999999978,0.030995999999999975,0.782775768535262,214,1411,0.11039200000000002,0.15727200000000002,0.21471400000000004,0.22232589318066548,104
1,20300000,20310000,20305000,1439,0.015401999999999987,0.019529999999999985,0.026991999999999988,0.8504090377873001,236,1439,0.14786200000000013,0.22445200000000012,0.28190800000000016,0.19502644357576718,81
1,20310000,20320000,20315000,1404,0.043545999999999994,0.059546,0.080126,0.41211592339135616,140,1404,0.102922,0.16877399999999998,0.255644,0.6035444317055634,73
1,20320000,20330000,20325000,1396,0.015933999999999976,0.019889999999999977,0.026297999999999974,0.8672022091125893,211,1396,0.10281600000000007,0.15415200000000007,0.21024000000000007,0.25910364145658304,119
1,20330000,20340000,20335000,1439,0.04991000000000001,0.07989800000000001,0.11855200000000002,0.5309757563614507,159,1439,0.18475600000000023,0.2558600000000002,0.33753200000000017,0.1165862001775324,103
1,20340000,20350000,20345000,1421,0.035398000000000054,0.05360200000000006,0.07330200000000005,0.5726029719193181,191,1421,0.14187200000000005,0.26808400000000004,0.343834,0.4552554415247548,86
1,20350000,20360000,20355000,1450,0.014703999999999972,0.018147999999999973,0.02478799999999997,0.8800326441784546,240,1450,0.13132000000000008,0.20228400000000007,0.26377200000000006,0.24919281145293978,115
1,20360000,20370000,20365000,1433,0.053508000000000035,0.08202800000000003,0.12500600000000003,0.5510017193690666,121,1433,0.14314800000000005,0.24591000000000005,0.35025,0.3837916003017859,63
1,20370000,20380000,20375000,1463,0.030230000000000045,0.04292600000000005,0.06385600000000005,0.7200132318888526,140,1463,0.3388639999999997,0.48813999999999974,0.5959359999999997,0.08444390670003213,67
1,20380000,20390000,20385000,1460,0.030496000000000002,0.0422,0.058724,0.8055810598111228,139,1460,0.2395180000000001,0.37121000000000004,0.451208,0.15079033726066543,85
1,20390000,20400000,20395000,1438,0.05318200000000002,0.08079400000000003,0.11416400000000004,0.7381820916851568,110,1438,0.17639600000000008,0.2847520000000001,0.4686000000000001,0.6078765958411757,80
1,20400000,20410000,20405000,1394,0.07784800000000006,0.12071200000000007,0.18751600000000007,0.7032165245093004,82,1394,0.46853599999999945,0.6773459999999996,0.7118699999999996,0.05615577031433963,56
1,20410000,20420000,20415000,1470,0.08908600000000007,0.14221600000000006,0.2295840000000001,0.6943964259255104,97,1470,0.21724800000000005,0.3705180000000001,0.49870200000000015,0.2890659522757403,64
1,20420000,20430000,20425000,1391,0.017824000000000007,0.023104000000000006,0.029968000000000012,0.7980251346499103,192,1391,0.3050139999999992,0.4430859999999992,0.5727759999999992,0.1032247700105544,76
1,20430000,20440000,20435000,1402,0.03127800000000006,0.050244000000000066,0.06866800000000006,0.6201483470810162,173,1402,0.13235400000000005,0.2186220000000001,0.3349920000000001,0.4368965048279615,86
1,20440000,20450000,20445000,1428,0.033180000000000036,0.04914000000000003,0.06938000000000002,0.608318264014467,159,1428,0.13234800000000005,0.2206440000000001,0.3110780000000001,0.39486051923716275,92
1,20450000,20460000,20455000,1404,0.019536,0.025336000000000004,0.03462400000000001,0.8278050778050778,196,1404,0.08174400000000001,0.125622,0.18376600000000004,0.4449867880211392,112
1,20460000,20470000,20465000,1451,0.012831999999999979,0.01573599999999998,0.01973999999999998,0.8491271820448875,263,1451,0.07239600000000009,0.1123800000000001,0.15410000000000013,0.4693629482291845,137
1,20470000,20480000,20475000,1404,0.016043999999999985,0.019373999999999985,0.024621999999999984,0.8737845923709797,199,1404,0.04680400000000001,0.06907600000000003,0.10175600000000003,0.6499444491923768,144
1,20480000,20490000,20485000,1432,0.015537999999999984,0.019579999999999983,0.026959999999999987,0.8578324108636889,227,1432,0.08362200000000009,0.1252020000000001,0.16693200000000008,0.3618784530386746,123
1,20490000,20500000,20495000,1426,0.022988000000000012,0.03125600000000001,0.04357000000000001,0.7353401774839048,192,1426,0.11818000000000001,0.167306,0.197402,0.13893213741749874,132
1,20500000,20510000,20505000,1429,0.016961999999999974,0.021191999999999975,0.028919999999999977,0.8697677160712178,223,1429,0.10403200000000008,0.1432240000000001,0.1869960000000001,0.22470009227929913,126
1,20510000,20520000,20515000,1434,0.019314000000000022,0.026030000000000022,0.03412200000000002,0.7240861551206382,219,1434,0.20700000000000005,0.3456320000000001,0.4571820000000001,0.21541545893719816,90
1,20520000,20530000,20525000,1466,0.01643399999999998,0.02030999999999998,0.02689599999999998,0.8417305585980283,228,1466,0.15474400000000008,0.2973760000000001,0.36050600000000016,0.4824419686708371,96
1,20530000,20540000,20535000,1367,0.01690999999999996,0.02018599999999996,0.02634199999999996,0.8956830277942044,232,1367,0.15274400000000005,0.27286400000000005,0.3343040000000001,0.2870423715497828,107
1,20540000,20550000,20545000,1452,0.016493999999999977,0.02167799999999998,0.02861399999999998,0.8232084394325206,216,1452,0.11681000000000005,0.18461800000000003,0.284046,0.6296207516479754,92
1,20550000,20560000,20555000,1424,0.01985399999999999,0.02658199999999999,0.03678999999999999,0.8305631107081696,190,1424,0.2867939999999993,0.5032439999999992,0.5823159999999994,0.19328507569893189,100
1,20560000,20570000,20565000,1451,0.028274000000000063,0.040494000000000065,0.05830200000000006,0.6874867369314571,179,1451,0.11514200000000004,0.20116400000000004,0.28600400000000004,0.4871636761563984,95
1,20570000,20580000,20575000,1394,0.021854000000000016,0.03123400000000002,0.04137200000000002,0.7757847533632288,190,1394,0.15615200000000007,0.2752200000000001,0.4059000000000001,0.46513012961729633,89
1,20580000,20590000,20585000,1449,0.01500199999999997,0.01826999999999997,0.02345399999999997,0.8767497666977734,223,1449,0.05533000000000007,0.08141000000000007,0.11397200000000006,0.5198084221941086,148
1,20590000,20600000,20595000,1371,0.016099999999999986,0.02108199999999999,0.02908199999999999,0.8255279503105589,218,1371,0.085554,0.14296199999999998,0.22932199999999997,0.604273324450055,103
1,20600000,20610000,20605000,1450,0.020354000000000004,0.025760000000000005,0.03616000000000001,0.8619927287019751,223,1450,0.07517400000000005,0.13019400000000003,0.17725200000000002,0.4133610024742601,156
1,20610000,20620000,20615000,1410,0.01791399999999998,0.02319399999999998,0.03146199999999998,0.7568382270849612,224,1410,0.08145000000000002,0.12561400000000003,0.195304,0.5977777777777779,119
1,20620000,20630000,20625000,1387,0.015861999999999994,0.020935999999999996,0.028891999999999998,0.7805446980204261,241,1387,0.07047600000000002,0.11634000000000003,0.184818,0.6546909586242127,147
1,20630000,20640000,20635000,1444,0.016773999999999994,0.020873999999999993,0.028335999999999993,0.8509598187671396,236,1444,0.08199800000000007,0.12187000000000006,0.17508000000000007,0.38808263616185806,143
1,20640000,20650000,20645000,1375,0.022524000000000013,0.030174000000000013,0.04101000000000002,0.7502663825253065,175,1375,0.13836200000000004,0.22181800000000004,0.3035380000000001,0.23189893178762971,105
1,20650000,20660000,20655000,1471,0.016031999999999987,0.02129599999999999,0.030359999999999995,0.8043912175648701,234,1471,0.08378400000000005,0.13162400000000005,0.20268400000000003,0.4836245583882366,135
1,20660000,20670000,20665000,1412,0.018879999999999984,0.025369999999999986,0.03585799999999999,0.8156249999999998,223,1412,0.09487600000000006,0.15439600000000006,0.20076400000000005,0.35174332813356424,133
1,20670000,20680000,20675000,1435,0.030896000000000024,0.050216000000000025,0.06653400000000004,0.5719510616261008,207,1435,0.059902000000000025,0.08960200000000001,0.138112,0.6957530633367834,126
1,20680000,20690000,20685000,1414,0.03709199999999998,0.051791999999999984,0.07089599999999997,0.39340019411193755,178,1414,0.08797000000000003,0.14509000000000002,0.182426,0.3452313288621124,125
1,20690000,20700000,20695000,1377,0.015015999999999977,0.021877999999999977,0.028117999999999976,0.6451118806606282,291,1377,0.115586,0.162698,0.212098,0.21094250168705556,134
1,20700000,20710000,20705000,1462,0.019018000000000024,0.024618000000000025,0.03267400000000003,0.8351035860763489,205,1462,0.15227800000000008,0.2285780000000001,0.2836580000000001,0.19555024363335508,83
1,20710000,20720000,20715000,1435,0.017858,0.023762000000000002,0.03212400000000001,0.7097099339231716,219,1435,0.06601200000000006,0.10219800000000007,0.1454900000000001,0.5975125734714903,116
1,20720000,20730000,20725000,1379,0.029930000000000064,0.04247000000000007,0.05768000000000007,0.5657868359505522,188,1379,0.031972000000000035,0.04107200000000004,0.05727200000000004,0.8467408982860004,168
1,20730000,20740000,20735000,1416,0.015995999999999976,0.020681999999999978,0.026713999999999977,0.6848587146786692,266,1416,0.04534400000000005,0.07110800000000006,0.10334200000000007,0.7133909668313341,170
1,20740000,20750000,20745000,1452,0.008102000000000002,0.009528000000000002,0.011904000000000001,0.8813873117748704,352,1452,0.04969000000000007,0.07825000000000006,0.11199000000000006,0.6277721875628903,157
1,20750000,20760000,20755000,1373,0.009693999999999993,0.011961999999999993,0.015549999999999993,0.8180317722302454,348,1373,0.049438000000000044,0.07869800000000005,0.11903600000000004,0.5202880375419722,163
1,20760000,20770000,20765000,1395,0.008078000000000012,0.009638000000000013,0.012214000000000013,0.8885862837335976,364,1395,0.14952800000000002,0.20048800000000003,0.249096,0.1139050880102725,121
1,20770000,20780000,20775000,1395,0.012593999999999972,0.01683399999999997,0.02222799999999997,0.7769572812450369,289,1395,0.15033600000000005,0.27881600000000006,0.36483200000000005,0.4328437633035337,92
1,20780000,20790000,20785000,1418,0.007976000000000023,0.009780000000000023,0.012174000000000023,0.7892427281845542,384,1418,0.03431000000000004,0.05478000000000005,0.08252400000000006,0.6145438647624604,228
1,20790000,20800000,20795000,1454,0.006738000000000023,0.007704000000000022,0.009552000000000022,0.9214900563965571,405,1454,0.05607600000000004,0.08319800000000005,0.11725800000000006,0.3494364790641278,187
1,20800000,20810000,20805000,1415,0.010258000000000001,0.013182000000000004,0.017186000000000003,0.8197504386820044,331,1415,0.06080200000000005,0.09745400000000007,0.14533400000000007,0.4248708924048556,165
1,20810000,20820000,20815000,1449,0.03439400000000006,0.05324200000000007,0.07804200000000007,0.5529452811536903,177,1449,0.15115000000000006,0.27003800000000006,0.36222200000000004,0.37238504796559735,86
1,20820000,20830000,20825000,1436,0.01767200000000002,0.024398000000000024,0.03321400000000002,0.8030217292892714,241,1436,0.08761200000000002,0.14162000000000002,0.23110800000000004,0.6623293612747112,112
1,20830000,20840000,20835000,1391,0.013655999999999962,0.017303999999999962,0.022465999999999958,0.7620826010544809,246,1391,0.03897800000000006,0.05353800000000006,0.08021400000000006,0.7875468212838015,141
1,20840000,20850000,20845000,1337,0.015357999999999965,0.020445999999999968,0.025899999999999965,0.8170985805443414,216,1337,0.11346000000000003,0.17797600000000002,0.257224,0.4313766966331748,80
1,20850000,20860000,20855000,1456,0.019692000000000025,0.026160000000000027,0.03444000000000003,0.7787934186471667,198,1456,0.16997000000000004,0.26664800000000005,0.344648,0.19891157263046438,91
1,20860000,20870000,20865000,1384,0.020614000000000004,0.026114000000000005,0.03493400000000001,0.8532550693703309,174,1384,0.1407420000000001,0.2547220000000001,0.3406960000000001,0.4508817552685057,84
1,20870000,20880000,20875000,1433,0.07099200000000001,0.09953600000000003,0.13340200000000002,0.2995126211404103,89,1433,0.17139200000000007,0.3103160000000001,0.4083880000000001,0.4536734503360719,65
1,20880000,20890000,20885000,1422,0.024026000000000058,0.03081000000000006,0.04204200000000005,0.8295180221426792,161,1422,0.13489200000000004,0.21764000000000006,0.29578200000000004,0.3238739139459718,86
1,20890000,20900000,20895000,1439,0.03293200000000005,0.04933400000000005,0.062006000000000054,0.4133062067290182,194,1439,0.07248200000000005,0.12094400000000005,0.15486400000000003,0.4645705140586631,108
1,20900000,20910000,20905000,1464,0.061234000000000045,0.09472200000000006,0.13198600000000008,0.4590586928830393,96,1464,0.22399600000000006,0.3026720000000001,0.394004,0.12782371113769908,65
1,20910000,20920000,20915000,1376,0.024424000000000032,0.03260800000000003,0.044896000000000026,0.8216508352440226,160,1376,0.14023800000000003,0.26275000000000004,0.3469,0.561431281107831,79
1,20920000,20930000,20925000,1407,0.02999999999999998,0.04787599999999998,0.06162799999999998,0.6039666666666664,189,1407,0.12346400000000003,0.227408,0.30966799999999994,0.5177865612648224,97
1,20930000,20940000,20935000,1396,0.03909000000000004,0.059838000000000044,0.08361800000000004,0.6675364543361477,141,1396,0.07756400000000006,0.12483400000000006,0.19321000000000005,0.6574570677118253,94
1,20940000,20950000,20945000,1433,0.031742000000000055,0.04512800000000006,0.06172800000000006,0.7035788545145238,137,1433,0.14909200000000009,0.2523840000000001,0.4261940000000001,0.6200735116572319,69
1,20950000,20960000,20955000,1394,0.065648,0.0989,0.14501000000000003,0.5952808920302217,81,1394,0.17550800000000005,0.29790800000000006,0.4947200000000001,0.5784579620302209,49
1,20960000,20970000,20965000,1440,0.053270000000000005,0.07809,0.11043,0.5998498216632252,98,1440,0.13786000000000004,0.24684400000000006,0.3551880000000001,0.585659364572755,63
1,20970000,20980000,20975000,1395,0.074414,0.11963400000000002,0.17478,0.6116322197435966,87,1395,0.1617800000000001,0.2832800000000001,0.45752000000000015,0.5493880578563484,76
1,20980000,20990000,20985000,1434,0.07468000000000002,0.11355000000000004,0.17603000000000005,0.6175549009105518,78,1434,0.176572,0.29658399999999996,0.5066019999999999,0.5748136737421561,59
1,20990000,21000000,20995000,1397,0.07479200000000004,0.11868800000000003,0.17036800000000005,0.5374371590544446,80,1397,0.21603200000000003,0.37850799999999996,0.6343159999999999,0.577821804177159,57
1,21000000,21010000,21005000,1424,0.07155600000000002,0.10749400000000003,0.17067400000000002,0.6813544636368719,83,1424,0.1642820000000001,0.28220200000000006,0.46569,0.5628005502733107,63
1,21010000,21020000,21015000,1456,0.07333400000000002,0.11708800000000004,0.17490000000000003,0.6196989118280744,85,1456,0.15767400000000004,0.26232200000000006,0.44816200000000006,0.5908266423126198,61
1,21020000,21030000,21025000,1408,0.054602000000000026,0.08035800000000003,0.11316000000000005,0.6562580125270138,91,1408,0.21970800000000007,0.371412,0.64017,0.5876299451999929,51
